"age"	"BCa"	"se"	"SrCa"	"se"	"MgCa"	"se"	"BaCa"	"se"	"UCa"	"se"	"LiCa"	"se"	"LiMg"	"se"	"d11B"	"se"	"pHcf"	"s"	"Temp"
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013.73876056338	513.818122222222	NA	9.00885907407407	0.0418378612011515	3.9573112962963	0.182606763901906	5.11151305555556	0.189931386573096	1037.78931296296	7.13253673121583	5.35495148148148	0.258333806767149	1.35660020047612	0.0138498165120347	21.3975	NA	8.28950330240065	NA	26.2300436619842
2013.72157746479	472.624775555556	NA	8.79433472222222	0.0547426741699495	3.83973394444444	0.123874025523507	4.77848070038179	0.409974330538355	990.581946944444	21.5263396851813	5.14742691865079	0.217031645105092	1.34727103320171	0.0333401500615275	21.7977777777778	NA	8.31392994445599	0.0559822196446458	26.5643665081364
2013.7043943662	458.923994666667	NA	8.80578226349206	0.0427034077491415	3.89517477777778	0.155651719005435	4.53735659787851	0.424676459271199	1009.00893911111	25.9812075776512	5.04856877777778	0.190754229945874	1.31090252462968	0.0451940809850754	21.601125	NA	8.2962397108492	0.053100680059627	26.8986893542885
2013.68721126761	459.301470444444	NA	8.79785787936508	0.0362323852456381	3.9990248	0.132612156866064	4.27486492146002	0.415958491698525	1000.75067111111	16.005494408938	5.08927442857143	0.186675430855368	1.2789889653963	0.0423094737031925	21.9823	NA	8.31906359868491	0.0330002572474335	27.2330122004363
2013.67002816901	468.470322666667	13.5333580781155	8.81796373333333	0.0419503909494518	4.09897853333333	0.133573940969973	4.00903599047619	0.350170953310921	993.27986	10.6669333728615	5.20446457142857	0.173144499938819	1.26578999528176	0.041005806455174	21.899	NA	8.30942105064345	0.05354937199216	27.5673350467831
2013.65284507042	479.681855333333	11.2244120888518	8.87978004444444	0.0399336425147906	4.17327493333333	0.117728000851312	3.74931523174603	0.302616583863566	988.269318444444	12.4066177658474	5.26678738095238	0.184209969115311	1.25689852449261	0.0409676004628384	22.1222857142857	NA	8.31997514450543	0.0552519276304473	27.9941773246774
2013.63566197183	492.447181333333	11.1285622920528	8.87974131111111	0.0509998489764616	4.27579413333333	0.11837620554119	3.5457396	0.301866912919538	977.004544666667	16.3856257858372	5.32787064126984	0.171842363144651	1.24431087508875	0.0425580871924317	22.3325	NA	8.32923286968302	0.0488630103385166	28.4435209317006
2013.61847887324	495.577359111111	11.6932927071028	8.87342745079365	0.039057002917262	4.34762895555556	0.10991595846204	3.47603226666667	0.287162240683119	964.643186222222	17.8504482044941	5.31894213809524	0.178281368375727	1.23152435878863	0.0462252280754029	22.3517222222222	NA	8.32538748016131	0.0450458361105603	28.8928645387179
2013.60129577465	495.53901	13.3559052283273	8.82866841587301	0.0332433179264878	4.41624486666667	0.122936432590984	3.554736	0.319602963906436	956.256228888889	20.3745856682131	5.35591295555556	0.199099309691014	1.22322217292685	0.0495216645951509	22.22375	NA	8.31147905348211	0.0294764582232236	29.3422081457411
2013.58411267606	491.060792730159	14.9571289859224	8.84607555873016	0.0288439390051545	4.40957746666667	0.130028129846604	3.69363931428571	0.339705244896453	955.103033555556	21.8128050737278	5.41770271111111	0.213887671119483	1.23980165044734	0.0525510548280004	22.281	0.29818928298121	8.31025866077288	0.0292236982916876	29.7915517527643
2013.56692957746	489.384654761905	15.0580830726665	8.86254650476191	0.0478819531754334	4.39583413333333	0.139284047282826	3.9108980952381	0.402031023821842	966.170673333333	24.5388918532646	5.56946546666667	0.260913287527926	1.27442287237682	0.0466617008084731	22.3012	0.300295046831471	8.31023581178445	0.0269437999946085	29.9143807298466
