""	"rm.x.BCa.3B.r15.30"	"se.x.BCa.3B.r15.30"	"rm.x.SrCa.3B.r15.30"	"se.x.SrCa.3B.r15.30"	"rm.x.MgCa.3B.r15.30"	"se.x.MgCa.3B.r15.30"	"rm.x.BaCa.3B.r15.30"	"se.x.BaCa.3B.r15.30"	"rm.x.UCa.3B.r15.30"	"se.x.UCa.3B.r15.30"	"rm.x.LiCa.3B.r15.30"	"se.x.LiCa.3B.r15.30"	"rm.x.LiMg.3B.r15.30"	"se.x.LiMg.3B.r15.30"	""	""	""	""	"int.T.3B.B"
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2013.63085070423	446.407672222222	13.5333580781155	9.02813041666667	0.0956572582911214	3.83455152777778	0.295438338885359	6.3954113047138	0.381451589061252	1125.29929821429	68.9970736220611	4.77821736111111	0.198499691525305	1.29256432326719	0.0604633048405249	NA	NA	NA	NA	28.5693371415296
2013.61435492958	466.566141975309	11.2244120888518	8.99811552733686	0.0469912020540619	3.93235006349206	0.192526705138407	7.1898757369729	0.634115226211731	1077.69371433862	36.3918984185896	4.9697044691358	0.166640822795449	1.27972030312046	0.0370254132952475	NA	NA	NA	NA	29.0007070043621
2013.59785915493	456.405617171717	11.1285622920528	8.93254213997114	0.0558601067131232	3.88924666378066	0.167981249759346	6.50562957728383	0.607950894800767	1062.22969352092	31.0191914579689	4.86942446464646	0.158318900683196	1.27028629933649	0.0381777936586089	NA	NA	NA	NA	29.4320768672004
2013.58136338028	452.970598585859	11.6932927071028	8.92138665512265	0.0387977465189075	3.92814153535354	0.166968830240226	5.93182931497122	0.565680742382673	1047.6560549495	28.9998484256615	4.89583088888889	0.169204501613655	1.26555523290687	0.038958099645912	NA	NA	NA	NA	29.8242350704133
2013.56486760563	454.909527474748	13.3559052283273	8.91082037950938	0.059267375515442	4.01815678787879	0.153344727314921	5.46486942607393	0.454040186046591	1030.60586343434	24.7412525401715	5.01625101010101	0.183241961510686	1.26045513656656	0.0342170313696256	NA	NA	NA	NA	29.9272586811854
2013.54837183099	450.531055353535	14.9571289859224	8.88655478499279	0.0510556766281707	4.04672272727273	0.149445569221773	5.05374081136036	0.416512700860963	1019.85356606061	20.4629038800905	5.1624204040404	0.17448566223465	1.28816251645269	0.0340820859262546	22.0806666666667	0.29818928298121	8.29375574239111	0.0406671182705356	30.0302822918965
2013.53187605634	448.814582424242	15.0580830726665	8.84406609235209	0.0820056227690477	4.10174707070707	0.150330709070052	4.89153808369408	0.511251199006477	1012.53693616162	22.02974994967	5.22498624242424	0.166152675900167	1.28767177705086	0.0333408546369964	23.3086666666667	0.300295046831471	8.37535088901773	0.0393191938737782	30.1333059026686
2013.51538028169	447.311302424242	13.8216296066273	8.82287311111111	0.0643302171759042	4.13535951515152	0.159970212862486	4.84856476545677	0.617572329817287	1011.24971616162	25.2850973088881	5.2229151024531	0.153261361871131	1.27956627930246	0.0368316293508554	23.544	0.312570407652835	8.38965315348943	0.0406822831298275	30.2363295134407
2013.49888450704	455.136029090909	14.623683518636	8.87848836363636	0.0618370326851144	4.18797575757576	0.180437959603664	4.95014381818182	0.695848444421182	1009.30141575758	31.473011832758	5.27414897835498	0.192887861722232	1.27926081146286	0.0484415543518901	23.4276363636364	0.24733691680221	8.38130029921556	0.0323291894760018	30.2985916351958
2013.48238873239	461.977105050505	15.825035291124	8.8997677027417	0.0613422965407003	4.21917973737374	0.19084667484802	5.01150629752066	0.778549958333442	1004.21915333333	36.6922933987835	5.36064587878788	0.198883915521396	1.29459765250177	0.0542494842375417	23.8847272727273	0.228029706633671	8.41690020952016	0.0295145623904443	29.7988392883068
2013.46589295775	467.158776363636	15.5951321759002	8.94144836940837	0.0497891396710996	4.23980523232323	0.195124119377723	4.90687326747999	0.723886078260346	1006.32383717172	37.6601103324014	5.45785044733045	0.212531528736195	1.31637936931249	0.0596856268331798	24.1511818181818	0.299972144712315	8.43989787040514	0.0385936655911827	29.299086941714
2013.4493971831	470.003782106782	15.1468483691002	8.95256641847042	0.0620723077513754	4.24307716305916	0.184391101632453	4.78736741414141	0.655878741786879	1007.27210340548	36.3095860210806	5.4778313044733	0.228033887063184	1.31302633314545	0.050809256752864	24.3761363636364	0.260134092090538	8.46014312477838	0.0333736218943166	28.7993345948251
2013.43290140845	473.008703745144	12.8172618228564	8.9386974025974	0.0557799955202532	4.18966747474748	0.168288495420855	4.63034465800866	0.553041654205233	1016.84993497836	35.5158607601615	5.44609732467532	0.231718268503722	1.31792756518289	0.0481311348887313	24.4118636363636	0.224354995597572	8.46818177696282	0.0287824706676343	28.2995822479361
2013.4164056338	487.077689013209	13.3698386802881	8.94466916394716	0.0816060331121296	4.14494175757576	0.167267855753069	4.70975358530359	0.563158190400197	1034.11678932845	37.5134042981243	5.48401021067821	0.23856355960578	1.33895678107247	0.0528875010441327	24.6654090909091	0.286559234065314	8.4902902654879	0.0366222216944347	27.7933190802076
2013.39990985915	497.044373398319	10.9298259834171	8.92355795493395	0.0609349645065898	4.09750687734488	0.160789498792575	4.72131122766123	0.535012708028387	1052.33191007881	33.9029466233486	5.50765462626263	0.213048565805083	1.36078454058283	0.0475296655196473	24.5890454545455	0.348786105687513	8.49589695855674	0.0445847557753218	26.882120338627
2013.38341408451	514.857405491276	9.94095315015323	8.9857355974026	0.065164927692201	4.09608907070707	0.144130034333316	4.76584104095904	0.495999947210347	1069.02428326118	34.5871882092641	5.60347644444444	0.188563248677092	1.38780577176628	0.0521269686677781	24.6662727272727	0.367938386415915	8.5113905300568	0.0469878469664113	25.9709215975864
2013.36691830986	519.085342493769	10.7838974665667	8.95478722799423	0.0504383752487824	4.03891333333333	0.128240909071769	4.6966161962482	0.43509874094575	1071.02846733045	33.0078849464665	5.58717826262626	0.141587841110951	1.40137584772941	0.048413483875836	24.5107272727273	0.378635086759824	8.51198384002225	0.0484280606193952	25.0597228560057
2013.35042253521	536.413097208095	10.8081509328806	9.00738838383838	0.0637926333852487	4.03112243290043	0.127276047972803	4.8701443968254	0.479692648142114	1082.65769838384	32.3983766338349	5.58991371717172	0.104947360950586	1.40682346742533	0.0555093435299079	24.5689090909091	0.297815972907782	8.52633722338231	0.0380971536144337	24.148524114425
2013.33667605634	545.540638539239	11.9822957234117	9.04885103896104	0.0456240793611653	3.98570114574315	0.125037071595302	5.0739418967699	0.563268475314109	1097.18950727273	33.1410849872602	5.57097773737374	0.0834568623434713	1.41729487499542	0.0503871108551412	24.4613181818182	0.306221119400576	8.52830337237336	0.0392195914961349	23.3891918300361
2013.32292957746	556.861645725386	10.6025569243861	9.13355842424242	0.063324429850677	3.99047705627706	0.124139675466364	5.34263629647121	0.679803123576399	1116.24690909091	36.1945742002554	5.65215373737374	0.115297450394728	1.43847906439782	0.0581546393536016	24.3065454545455	0.369807231445995	8.52313749683675	0.0474238535886187	22.9798064825346
2013.30918309859	555.683392222222	11.5544705263574	9.13246916017316	0.0520759563288827	3.95236094949495	0.100238298879005	5.39426849770432	0.683517869040681	1122.64456242424	35.2837965091958	5.67038876767677	0.130339050354244	1.45302362623734	0.0549629052563959	24.1339090909091	0.354746886834836	8.5154765166229	0.0456167641831602	22.6828589600658
2013.29543661972	549.241187388167	10.7868295956931	9.08893870995671	0.0347754426923375	3.91641739393939	0.0992733967508524	5.35663227522982	0.617673526039979	1124.76511070707	33.6406785041778	5.63976157575758	0.12758612543849	1.46006558976574	0.0572779402916646	24.3446363636364	0.38993920907862	8.53257229323014	0.0499683208362232	22.385911437597
2013.28169014085	545.996881010101	12.5917432742814	9.04998011544012	0.0673416567038763	3.88247884848485	0.103062698491588	5.36200597873843	0.565736636281614	1134.54609313131	33.9473787829499	5.581697001443	0.140929987374821	1.45573675576897	0.0574353927530981	24.2097727272727	0.389084890034158	8.52736972605146	0.0499516629583283	22.0889639151283
2013.26794366197	546.023482828283	11.4149812662673	9.07264041847042	0.0598888931175074	3.84954082539683	0.117963010567491	5.59992863367945	0.598302984033103	1149.16301777778	34.6960465854338	5.63680810966811	0.151941848564983	1.48266244610033	0.0613688198365291	24.3129090909091	0.319076093932166	8.53752741404156	0.0409405998999208	21.7920163924434
2013.2541971831	546.418345858586	13.2403721898055	9.08726554978355	0.0759372412795698	3.84165258297258	0.132648656063435	5.8342913335957	0.63538544905346	1163.82777515152	35.4083547362124	5.70815864935065	0.193624117057232	1.50498035325623	0.0670231411441461	24.4905454545455	0.305287595068125	8.55246979790194	0.0390862241419327	21.4950688699697
2013.24045070423	537.303914949495	11.5716888803011	9.1222286984127	0.0445489300631808	3.76596014141414	0.129516555021905	6.23038718808969	0.794163676781381	1181.69877070707	34.7861948199429	5.64573003463203	0.195722285965749	1.51635801122176	0.0645129687547697	24.5832727272727	0.303886255362672	8.56196174856347	0.0388648800426754	21.1962008416191
2013.22670422535	526.565165858586	11.5764555755075	9.12694960894661	0.0584145123350752	3.67992633477633	0.128298726116119	5.70716760909646	0.483447842565279	1204.99815777778	35.8840388149552	5.52655654978355	0.185555799577783	1.52045281037006	0.0653363804823208	24.4972727272727	0.294645213185099	8.55998948829031	0.0377250439960619	20.8964886968952
2013.21295774648	512.28193988456	9.58536171104253	9.12248613275613	0.0495205218663076	3.56542844733045	0.10848785259779	6.68047210991029	0.967137622419872	1230.94113918869	36.6800267235355	5.4095959018759	0.155033499589641	1.53456063970995	0.0582284225877271	24.6717272727273	0.364073671138863	8.57474432292093	0.0464933446367528	20.5967765523895
2013.19921126761	510.544594112554	11.6723732748752	9.13111108225108	0.058306895075616	3.5324901010101	0.110761942314488	6.60819620607675	0.964396193575949	1246.37044888889	37.5095765840941	5.3795022020202	0.132485195533524	1.54903464304032	0.0596398253754657	24.4683181818182	0.407113041442296	8.56524801624529	0.05208081603182	20.2970644078837
2013.18546478873	506.304965339105	12.5875341743112	9.13857445021645	0.0670931055299542	3.47107462626263	0.118701047053093	6.16559353346653	0.980951552718244	1250.37013665224	38.6357501249578	5.43828031024531	0.126261626085318	1.59038659307877	0.059846761023742	24.0007727272727	0.384986961784164	8.53862925205244	0.0495902693783208	19.9973522631598
2013.17171830986	514.284876118326	12.7586075793743	9.13156423687424	0.0515505946211359	3.5077003982684	0.139126711203293	5.62990868686869	0.944823420682051	1243.44354323878	39.4629505070748	5.48251152958153	0.148088253216445	1.5858692223905	0.0558620373040194	23.609	0.392282852497578	8.5166810898885	0.0509007357221449	19.6976401186491
2013.15797183099	512.773121212121	11.9299859059669	9.08772221645022	0.0578148166408207	3.47619721212121	0.139900625308913	5.13404484848485	0.933152256045144	1240.89249156177	40.1653085195128	5.51623788744589	0.127177108015102	1.59704498124939	0.0455481219355821	23.7897727272727	0.367127717209967	8.52994317681962	0.0474849213746484	19.5756933283934
2013.14422535211	523.571266060606	11.1468022061907	9.14482101343101	0.0376115002832846	3.4980716969697	0.138855731031431	4.89394888455988	0.784162269312391	1237.74233046842	36.567139359687	5.56206392784993	0.129079797217469	1.60403189408121	0.0506381964413803	23.6489545454545	0.32175438440571	8.52097415910154	0.0417723758666746	19.5570270570736
2013.12772957746	527.122434487734	9.84181520137698	9.17468390909091	0.0599414728085316	3.4538841010101	0.126138507020763	4.83349135445363	0.658491310756399	1231.22583543124	32.0812931092664	5.59980936507937	0.116879008852509	1.637932828148	0.0536034623670394	23.8926363636364	0.275270718738919	8.53712890887612	0.0355923346518878	19.5346275314981
2013.11123380282	537.78411984127	9.00058099466867	9.2059282020202	0.0462224076248657	3.47057961616162	0.117797623792254	5.04083525341325	0.54104967515538	1217.68141583306	27.5911665881271	5.61819637518037	0.1119211493175	1.64106988762455	0.0535550942166408	24.3936363636364	0.320078833264763	8.56980079395565	0.0410235542483104	19.5122280059359
2013.09473802817	534.267352640693	8.74239318429476	9.16074028860029	0.0481885174398769	3.46669905050505	0.10305442083492	5.38639795282495	0.483989494782007	1214.26363689533	26.6426147176184	5.5925178961039	0.0921956832195406	1.63067133721622	0.0480811950667121	24.63	0.360805059428344	8.58525675503664	0.0460963063257331	19.4898284803604
2013.07824225352	534.415915353535	11.0790454261559	9.24404494660895	0.053805198068266	3.47948494949495	0.0943810346311357	5.81605302426866	0.515559534895807	1222.39050517039	25.6095873162191	5.612883001443	0.0854755307780864	1.61950839592263	0.0348092610633786	24.6549090909091	0.306780983603655	8.58663729821442	0.0392034056431445	19.5079834247457
2013.06174647887	528.548862943723	11.985790772846	9.21246952958153	0.0661001799265135	3.49960542857143	0.10684234459674	6.14300781618886	0.647048425265735	1233.04746286602	25.1058773253424	5.62242356709957	0.122304101738967	1.60310177308325	0.0332874323217359	24.6430909090909	0.350612488875356	8.58457727420825	0.0447921960265774	19.6169857672407
2013.04525070423	527.075064519925	15.2178590960089	9.21560032745033	0.0643308956801641	3.50741136219336	0.136294750809058	6.18729755133755	0.653698246378977	1239.70487396825	28.279755331254	5.68086065512265	0.164489620334434	1.6228149833434	0.0485799971315058	24.5341818181818	0.363769902752771	8.57628582598213	0.0465213492968353	19.7259881096681
2013.02875492958	522.671513990454	13.3667287334301	9.11262544588745	0.0550320443887745	3.5347822049062	0.146206785794421	6.06059309090909	0.631129147244418	1238.99307497836	33.0537483126198	5.62212496969697	0.161623863528595	1.604273556752	0.0517890040066211	24.3171818181818	0.319185463845988	8.56102223954862	0.0409521143857425	19.8349904521632
2013.01225915493	514.708946678877	14.0342888957598	9.16672300888001	0.0382488972324276	3.50596880519481	0.176570140614558	5.31539694755245	0.381361921651857	1245.35258565657	35.7436576153296	5.5497124040404	0.150552341197109	1.61459382384239	0.0589923200156192	24.1964545454545	0.3307290944025	8.55193159034876	0.0425016797556932	19.9439927946567
2012.99576338028	511.62903953824	14.4814798166222	9.15079098268398	0.0556499699137871	3.53234731313131	0.192648676968365	5.16760692063492	0.416606382752805	1243.58690505051	38.5487696432348	5.46152276767677	0.158238622646719	1.58446151243313	0.057249757780698	23.6699090909091	0.328254680906747	8.51579078464279	0.0425916857607991	20.1064250977167
2012.97926760563	508.774274516595	15.8953808630783	9.18891526984127	0.067465074811898	3.52726084848485	0.211481820625364	5.38377376190476	0.587042971032428	1238.76114181818	39.1404961393827	5.45063286868687	0.1690998938485	1.5887650597283	0.0605077085106461	23.5084545454545	0.308418410122481	8.50144464517085	0.0401783890734695	20.4234632440695
2012.96277183099	506.818391976912	14.027302425007	9.11371366810967	0.0607433285352113	3.54861335353535	0.197226361094869	4.96399454401154	0.439045581498908	1214.00995388167	36.0864448785997	5.40840680808081	0.178029044537982	1.55809488505361	0.050420712808647	23.5143636363636	0.191388005358333	8.49806639208405	0.0249958878231951	20.7405013902257
2012.94627605634	503.947262049062	12.0891692787926	9.10089959018759	0.078593358888376	3.59247797979798	0.179292369336574	4.66798324047165	0.372756972813803	1184.6396155267	31.9826471956334	5.4472838008658	0.154266887972484	1.54024015214725	0.0509066390234596	23.4461818181818	0.203708250298483	8.48982867784056	0.026642178791354	21.0575395365785
2012.92978028169	500.730488412698	10.881530799123	9.08384143456543	0.0675400563266378	3.63840024242424	0.154486520103849	4.52877693573094	0.399566681610702	1148.40824103896	28.8029831754664	5.50777130735931	0.125056158083834	1.52722683888473	0.0481039165475889	23.5818181818182	0.18119029766227	8.49497564119577	0.0236310913750941	21.3745776829269
2012.91328450704	504.269601414141	11.2054892644872	9.05077804506604	0.0933958253105466	3.73663587878788	0.153696574495425	4.43585064357864	0.431908668669193	1116.28249940837	27.5686653946161	5.56550361904762	0.115960698666867	1.50353631150452	0.054500923072613	23.8484545454545	0.286270100164048	8.50855338686087	0.0370388777860953	21.6985705313834
2012.89678873239	510.070118989899	11.9930102216719	9.07405526906427	0.071180025587209	3.78615616161616	0.138802628219857	4.42581730735931	0.434448738319341	1102.21286181818	30.128931966225	5.56878024819625	0.111294894467984	1.48609255162408	0.0450133310386282	24.0041818181818	0.291601777590972	8.5145289945452	0.0376153422996879	22.0495287794729
2012.88029295775	510.250809292929	10.1715490186043	9.04593425863026	0.0691213520635339	3.84506541414141	0.146458454852263	4.49259826551227	0.447247564890546	1097.05007959596	34.6262563811595	5.63170077056277	0.115331235087753	1.48478960642089	0.0507472450095926	23.8027272727273	0.348432779245714	8.49730128796346	0.0450707392169463	22.4004870273447
2012.8637971831	509.60073959596	9.9722176213695	9.09202375779776	0.0717951485995359	3.86129951515152	0.139055002342198	4.63723351515152	0.500642253261585	1105.35841838384	39.1383899864383	5.68098518614719	0.109583927934626	1.48909718128404	0.0484623130548891	23.9127272727273	0.44150645194316	8.50033149625568	0.0569061200939487	22.7514452754342
2012.84730140845	507.761267272727	8.65006254587789	9.10209537229437	0.0574015595410776	3.89456935353535	0.150228635824569	4.72541015207015	0.52980806100823	1119.09618080808	41.8758715549794	5.69442096969697	0.118383567227799	1.48089006086615	0.0485331869122732	23.9805454545455	0.41975889970827	8.50061539184541	0.0540589630064243	23.1024035235189
2012.8308056338	509.842572784993	9.70909486097229	9.07866278210678	0.0501508305451278	3.9257638989899	0.136316250469711	4.74724679522498	0.539533256922939	1129.56839575758	40.2160623408135	5.64694024242424	0.100998639023362	1.44692717267384	0.0417316335466145	24.01	0.296260327783154	8.49782332836506	0.0382093650917135	23.5037168077971
2012.81430985915	508.863215917416	9.88632353278035	9.03892766522367	0.0669546084924998	3.94188912265512	0.132390551554614	4.72577403305785	0.534269610376896	1138.90542020202	40.1834979421824	5.60072668686869	0.0984347205786233	1.42927539291035	0.044091984321083	23.854	0.33594209457746	8.47974632818705	0.0434219178429753	24.1832921718419
